FECHA	IP	PETICION	RESPUESTA
2021-04-09	127.0.0.1	when you die	,slay,soul,will,rebirth,dice,condemn,croak,dead,drown,crash,funeral,life,grow,expire,live,hard,survive,sorrow,murder,sad
2021-04-09	127.0.0.1	when you die	,slay,soul,will,rebirth,dice,condemn,croak,dead,drown,crash,funeral,life,grow,expire,live,hard,survive,sorrow,murder,sad
2021-04-09	127.0.0.1	insecto rayado que produce miel	,larva,fabricar,material,efecto,resultado,invertir,industria,materia,trabajo,vivir,maquinaria,esfuerzo,beneficio,tierra,dinero,explotación,suelo,cría,ganancia
2021-04-09	127.0.0.1	when someone dies	,with,introduce,blame,another,other,something,person
2021-04-09	127.0.0.1	when you die	,slay,soul,will,rebirth,dice,condemn,croak,dead,drown,crash,funeral,life,grow,expire,live,hard,survive,sorrow,murder,sad
2021-04-09	127.0.0.1	when you die	,slay,soul,will,rebirth,dice,condemn,croak,dead,drown,crash,funeral,life,grow,expire,live,hard,survive,sorrow,murder,sad
2021-04-09	127.0.0.1	insecto rayado que produce miel	,larva,fabricar,material,efecto,resultado,invertir,industria,materia,trabajo,vivir,maquinaria,esfuerzo,beneficio,tierra,dinero,explotación,suelo,cría,ganancia
2021-04-11	127.0.1.1		Se inicio el servidor
2021-04-11	127.0.0.1	when you feels bad	,good,shame,no,caress,behavior,bully,goodness,unfair,cuss,yuck,guilt,hostage,disgusting,forbidden,touch,environment,habit,feeling,manner,pleasant
2021-04-11	127.0.0.1	sport where you kick a ball	,football,flutter,toy,grass,gear,gymnastics,lint,bounce,strike,buck,aerobics,event,miss,physical,intensity,cotton,baseball,cube,gym,league
2021-04-11	127.0.0.1	deporte donde pateas un balón	,centrar,motociclismo,deportista,esgrimista,alpinismo,ciclismo,hipismo,cross,patinaje,esquiador,deportivo,ciclista,entrenado,monarca,automovilismo,nado,cazador,alberca,entrenamiento
2021-04-13	127.0.1.1		Se inicio el servidor
2021-04-13	127.0.0.1	sport where you kick a ball	,football,stick,exciting,hall,outdoors,hobby,cannon,foul,aerobics,ticket,moth,gymnast,scream,activity,paddle,bucket,hit,punch,ski
2021-04-17	127.0.1.1		Se inicio el servidor
2021-04-17	127.0.0.1	sport where you kick a ball	,football,competition,recreation,contest,softball,mule,exciting,balloon,rubber,string,scream,caster,fishing,volleyball,fun,benefit,shin,athlete,puck,slap
2021-04-17	127.0.0.1	when you kill someone	,hate,blame,dead,poach,military,drown,hang,something,hunt,slander,live,another,beat,shot,drug,hurt,attack,sword,bullet,war
2021-04-17	127.0.0.1	when someone dies	,something,introduce,person,other,another,with,blame
2021-04-17	127.0.0.1	insecto rayado que produce miel	,larva,insecticida,saltamontes,polinizador,plaga,pesticida,polilla,picadura,gorgojo,chinche,imago,saurio,aletear,roncha,cigarra,celdilla,picudo,coxa,abejorro
2021-04-17	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	cuando matas a alguien	,altura,pie,desarrollar,matorral,enraizar,paleta,banderilla
2021-04-21	127.0.0.1	sport where you kick a ball	,football,grand,play,toss,crew,racquetball,sweat,fuzzy,seal,outdoors,catch,player,pro,crochet,practice,point,perspire,hit,volleyball,athlete
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	cuando matas a alguien	Descripción muy corta, favor de ampliar su descripción.
2021-04-21	127.0.0.1	deporte donde pateas un balón	,bat,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya
2021-04-21	127.0.0.1	deporte con equipos de 11 personas que patean un balón	,bat,piedra,duro,frío,calle,guante,bicicleta,computador,brazo,dedo,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	sport where you kick a ball	,football,tackle,softball,scream,gym,dance,dust,boring,butt,olympics,gymnastics,player,stick,bandanna,cannon,racquetball,umpire,spit,mule
2021-04-21	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego	,prose,criminal,persuade,bribe,with,fraud,phony,against,pro,salesman,fiber
2021-04-21	127.0.0.1	Alimento elaborado con leche	,prose,criminal,persuade,bribe,with,fraud,phony,against,pro,salesman,fiber
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego	,fraud,phony,pro,salesman,bribe,against,fiber,with,prose,persuade,criminal
2021-04-21	127.0.0.1	deporte donde pateas un balón	,bat,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya
2021-04-21	127.0.0.1	cuando matas a alguien	Descripción muy corta, favor de ampliar su descripción.
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego	,fraud,phony,pro,salesman,bribe,against,fiber,with,prose,persuade,criminal
2021-04-21	127.0.0.1	deporte donde pateas un balón	,bat,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego	,against,fiber,bribe,criminal,prose,salesman,with,fraud,persuade,pro,phony
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego	,criminal,bribe,fraud,pro,against,persuade,with,fiber,prose,salesman,phony
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego	,pro,fiber,salesman,against,bribe,phony,criminal,fraud,prose,with,persuade
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-04-21	127.0.0.1	sport where you kick a ball	,football,crochet,stripe,pro,foul,mule,basketball,park,puck,lint,golf,television,leg,dust,miss,racquet,socket,baseball,hurt,bat
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-21	127.0.1.1		Se inicio el servidor
2021-04-21	127.0.0.1	sport where you kick a ball	,football,strike,balloon,basket,softball,boring,crew,sphere,cue,intensity,game,fan,coat,practice,perspire,competition,tackle,opponent,stadium,dust
2021-04-21	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-21	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-04-21	127.0.0.1	deporte con equipos de 11 personas que patean un balón	,bat,piedra,duro,frío,calle,guante,bicicleta,computador,brazo,dedo,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido
2021-04-21	127.0.1.1		Se apago el servidor
2021-04-24	127.0.1.1		Se inicio el servidor
2021-04-24	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-04-24	127.0.0.1	sport where you kick a ball	,football,olympics,scream,umpire,bandanna,throw,gym,cricket,marble,athletics,diving,trophy,gear,play,athlete,spit,crochet,ski
2021-04-24	127.0.1.1		Se apago el servidor
2021-04-28	127.0.1.1		Se inicio el servidor
2021-04-28	127.0.0.1	cuando matas a alguien	Descripción muy corta, favor de ampliar su descripción.
2021-04-28	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-04-28	127.0.0.1	when someone dies	,another,person,blame,with,something,introduce,other
2021-04-28	127.0.0.1	sport where you kick a ball	,football,car,fun,punt,boy,physical,sweat,hobby,chain,game,strike,pro,bucket,contact,practice,moth,professional,exciting,glove,globe
2021-04-28	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Sport where you kick a ball	,bucket,tennis,balloon,punt,marble,toss,benefit,hand,globe,scream,softball,shin,shove,plaything,racket,red,knuckle,rubber,player
2021-05-07	127.0.1.1		Se apago el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Sport where you kick a ball	,shove,bucket,basketball,object,moth,baseball,globe,toss,punch,knuckle,grand,golf,jack,string,shin,catch,catcher,player,cube,basket
2021-05-07	127.0.0.1	Sport where you kick a ball	,shove,bucket,basketball,object,moth,baseball,globe,toss,punch,knuckle,grand,golf,jack,string,shin,catch,catcher,player,cube,basket
2021-05-07	127.0.1.1		Se apago el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Sport where you kick a ball	,stripe,socket,rubber,punt,grass,foul,flutter,toss,jack,hurt,play,shove,pendulum,dunk,red,fuzzy,round,punch,chain,racquetball
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	When you kill someone	,hate,blame,other,maim,shark,hunt,rape,murderer,dagger,bounty,rabbit,deadly,attack,shot,introduce,hurt,smother,slander,gun,with
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Sport where you kick a ball	,cube,puck,soccer,bead,catcher,butt,moth,red,object,racquet,dunk,slap,socket,pitch,round,curve,string,catch,grand,flutter
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	When you kill someone	,hate,blame,shark,cancer,war,bounty,torture,theft,other,shooting,noose,look,die,military,bullet,poach,deadly,rape,shoot,roach
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Sport where you kick a ball	,leg,net,bead,malt,shove,round,catch,smash,bat,racket,pendulum,playing,pitcher,boy,buck,pain,screw,crystal,volleyball,grass
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Sport where you kick a ball	,punt,puck,crystal,flutter,jack,football,cannon,glove,golf,rubber,field,racquetball,smash,sport,hit,chain,malt,grass,beach,boy
2021-05-07	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Sentimiento de nostalgia que te hace extrañar a alguien	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-07	127.0.0.1	negative feeling that makes you miss someone	,love,with,person,minus,positive,girl,lack,against,deal,bad,up,human,process,produce,electron,jealousy,bake,clothes,esteem,married
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.1.1		Se inicio el servidor
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-07	127.0.0.1	Sport where you kick a ball	,foot,round,dust,jail,yarn,costume,bounce,moth,scream,cannon,flutter,pitch,net,football,punt,volleyball,boot,globe,punch,basket
2021-05-07	127.0.0.1	Transporte terrestre público de pasajeros muy grande	,camión,autobús,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-07	127.0.0.1	Insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-05-07	127.0.0.1	Alimento elaborado con leche, existen diferentes tipos: manchego, cotija	,queso,color,pelo,mercado,ratón,pastel,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor
2021-05-07	127.0.0.1	alimento hecho con leche, existen diferentes tipo: cotija, qusillo	,color,mercado,pastel,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Alimento elaborado con leche. existen diferentes tipos: manchego, cotija. panela entre otros.	,queso,pelo,color,ratón,mercado,pastel,torta,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar
2021-05-07	127.0.0.1	Animal de cuadrúpedo que ladra	,cebra,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,avispa,mosca,raya
2021-05-09	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-05-09	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-05-09	127.0.0.1	insecto rayado que produce miel	,abeja,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,animal,avispa,mosca,raya,alergia
2021-05-09	127.0.0.1	Alimento elaborado con leche, existen diferentes tipos: manchego, cotija	,queso,color,pelo,mercado,ratón,pastel,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor
2021-05-09	127.0.0.1	Sport where you kick a ball	,foot,round,dust,jail,yarn,costume,bounce,moth,scream,cannon,flutter,pitch,net,football,punt,volleyball,boot,globe,punch,basket
2021-05-09	127.0.0.1	Sport where you kick a ball	,foot,round,dust,jail,yarn,costume,bounce,moth,scream,cannon,flutter,pitch,net,football,punt,volleyball,boot,globe,punch,basket
2021-05-09	127.0.0.1	When you have to go to sleep	,rest,flow,hammock,havoc,lay,travel,couch,drive,get,ride,leave,return,tired,begin,overcome,lover,faint,recliner,lazy,motel
2021-05-09	127.0.0.1	When you have to go to sleep	,rest,flow,hammock,havoc,lay,travel,couch,drive,get,ride,leave,return,tired,begin,overcome,lover,faint,recliner,lazy,motel
2021-05-09	127.0.0.1	Trozo de tela que sirve para tapar ventanas	,pastel,abrigo,frío,botón,vaso,fiesta,leche,rosa,vidrio,bufanda,sombrero,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal
2021-05-09	127.0.0.1	Sport where you kick a ball	,foot,round,dust,jail,yarn,costume,bounce,moth,scream,cannon,flutter,pitch,net,football,punt,volleyball,boot,globe,punch,basket
2021-05-10	127.0.0.1	Before the flood	,death,drown,overflow,river,famine,water,hurricane,dam,typhoon,drought,rain,dry,flash,wet,disaster,destruction,mud
2021-05-10	127.0.0.1	When cancer spread through the body	,leg,sick,bed,lung,healthy,hip,some,build,breast,chromosome,part,smoke,tobacco,scrub,head,forehead,massage,mind,terminal,exercise
2021-05-10	127.0.0.1	lo que hacen las abejas	,plastilina,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya
2021-05-10	127.0.0.1	Sport where you kick a ball	,foot,round,dust,jail,yarn,costume,bounce,moth,scream,cannon,flutter,pitch,net,football,punt,volleyball,boot,globe,punch,basket
2021-05-11	127.0.0.1	prueba	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-11	127.0.0.1	prueba	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-11	127.0.0.1	nada	Descripción muy corta, favor de ampliar su descripción.
2021-05-11	127.0.0.1	nada	Descripción muy corta, favor de ampliar su descripción.
2021-05-11	127.0.0.1	prueba	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-11	127.0.0.1	no se que pasa	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-11	127.0.0.1	jajajja no sirve esto	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-11	127.0.0.1	ño se que esta pasando por favor sal de aqui	,palo,taco,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca
2021-05-12	127.0.0.1	animal de cuatro patas que relincha	,oso,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,avispa,mosca,raya
2021-05-12	127.0.0.1	prueba	,abeja,miel,picar,picadura,reina,amarillo,flor,polen,panal,zumbido,aguijón,colmena,volar,dolor,insecto,animal,avispa,mosca,raya,alergia
2021-05-12	127.0.0.1	insect yellow	,butterfly,bite,daisy,cricket,blue,yo-yo,marker,flea,yield,roach,dandelion,light,fade,moth,worm,spider,bright,mellow,caution,curb
2021-05-12	127.0.0.1	honey	,comb,sticky,bee,oat,milk,sugar,molasses,sweet,sweetheart,tea,dear,pot,bear,dew,be,biscuit,syrup
2021-05-12	127.0.0.1	You can sit on it in the street or a park and they are made of wood	,bench,avenue,elm,picnic,up,custom,down,work,car,food,trailer,door,craft,produced,homeless,cut,pigeon,fort,grove
2021-05-12	127.0.0.1	It’s used for carrying water or other liquids. Also things like sand. A beach it is often with a spade and is used to make sandcastles	,love,card,clothes,girl,old,paper,car,book,rare,designer,good,paradise,wave,frequency,detergent,castle,hose,beer
2021-05-12	127.0.0.1	It’s used for carrying water or other liquids.	,detergent,clothes,hose,car,reflection,bog,ounce,leak,shark,scenery,camel,geyser,lava,fishing,dam,beer,bottle,rain,splash,air
2021-05-12	127.0.0.1	It describes the set of things you wear like trousers, jumpers, shirts, dresses, etc., anything in fact that you wear	,clothes,pant,pattern,people,hard,place,good,short,life,trend,adorn,strain,starch,love,true,go,something,everything
2021-05-12	127.0.0.1	A long hard seat for several persons on which the players on a sport team sit	,bench,people,car,football,short,lot,hour,stadium,basketball,work,game,lay,playing,agent,top,park,hall,group,tall,wait
2021-05-12	127.0.0.1	A vessel for carrying liquid or solids. Has a handle. Often seen in wells and accompanies a spade when see on the beach	,water,obvious,blood,boat,blind,dog,black,drink,unseen,plain,glass,card,seldom,travel,vase,light,hidden,tool,squint
2021-05-12	127.0.0.1	The collective name for the items which we wear; i.e. trousers, shirts, jumpers, etc.	,clothes,pant,article,designer,list,wash,part,theme,date,spot,torn,put on,product,one,cuff,belt,pin,who,silk,starch
2021-05-12	127.0.0.1	Item used to carry certain objects - mainly sand, water or soil. Children use them to make sandcastles at the beach	,thing,sure,dirt,old,ball,swamp,car,load,castle,earth,book,erode,mud,positive,hull,shell,drop,handle,dust
2021-05-12	127.0.0.1	Used to carry water in/make sandcastles; has a handle	,drop,reflection,bog,leak,shark,scenery,camel,geyser,fishing,dam,bottle,hold,rain,heavy,splash,air,intake,duck,drink,plant
2021-05-12	127.0.0.1	Used to collect/hold water, also on seaside to measure sand	,beach,sandal,foot,cup,reflection,bog,ounce,leak,shark,scenery,camel,pyramid,geyser,increment,fishing,dam,bottle,evaluate,rain,splash
2021-05-12	127.0.0.1	Item with a handle used for carrying things in, usually made of plastic	,care,tend,car,hand,bag,old,glove,done,object,toy,door,produced,constructed,wrap,some,material,polyurethane,charge
2021-05-12	127.0.0.1	A kind of severe storm which involves a lot of strong winds	,patience,harsh,sea,money,mean,accident,calm,abundance,people,gentle,house,land,cold,loving,powerful,shelter,car,healthy
2021-05-12	127.0.0.1	A violent tropical cyclone	,storm,rape,twister,calm,paradise,hurricane,temper,attack,crime,anger,aggressive,palm,weather,radical,bad,drink,destruction,rough
2021-05-12	127.0.0.1	Very strong winds of over 100 mph which cause great destruction	,storm,severe,death,good,will,cold,cyclone,destroy,big,force,symptom,create,bad,war,terrible,healthy,reaction,twister,havoc,courageous
2021-05-12	127.0.0.1	a yellow citrus fruit with a bitter taste often sliced and put in drinks	,place,food,time,lemon,date,cold,sweet,kiwi,common,marker,enough,mellow,hang,frequent,tangy,tree,fast,sun,everyday
2021-05-12	127.0.0.1	It’s a yellow fruit, like limes. Citrus. Used in cooking for sharpness	,love,food,good,passion,green,rose,page,book,banana,lemon,tart,envy,daisy,awe,blue,smell,yo-yo,dislike,range,frying
